artist_id,genre
51kyrUsAVqUBcoDEMFkX12,indonesian indie
51kyrUsAVqUBcoDEMFkX12,indonesian pop
6wD3vtAV0P3gWB9zLs7I4j,indonesian indie
7Gy1PxqrgsiqWF6JNYPHeB,indonesian indie
7Gy1PxqrgsiqWF6JNYPHeB,indorock
